Date,Time,CO,PM 10,NO,NOx,PM 2.5,SO2,NO2,Benzene
5/10/2020,17:00:00,2.5,-200,17.8,132,104,23.4,32,0.91
5/10/2020,18:00:00,3.6,-200,22,188,124,21,37.8,0.9298
5/10/2020,19:00:00,4,-200,24.4,204,135,19.2,45.7,1.0084
5/10/2020,20:00:00,3,-200,16.3,167,122,17.7,50.9,1.0232
5/10/2020,21:00:00,2.1,-200,12.4,128,109,16.8,53.6,1.0167
5/10/2020,22:00:00,1.7,-200,9.6,106,95,15.8,56.2,1.0033
5/10/2020,23:00:00,1.1,-200,6.4,88,86,16,56.5,1.0166
5/11/2020,0:00:00,0.9,-200,6,77,78,14.2,64.1,1.0346
5/11/2020,1:00:00,0.4,-200,2.8,36,53,15,59.8,1.0142
5/11/2020,2:00:00,0.2,-200,1.6,28,43,14.3,61.9,1.0031
5/11/2020,3:00:00,0.2,-200,1.6,-200,-200,12.8,66,0.969
5/11/2020,4:00:00,-200,-200,1.8,46,53,11.4,70.5,0.9484
5/11/2020,5:00:00,0.6,-200,3.6,55,48,12,68,0.9547
5/11/2020,6:00:00,1.4,-200,8.4,135,64,11.3,70.4,0.9443
5/11/2020,7:00:00,4.6,-200,27.5,327,95,12.7,65.6,0.962
5/11/2020,8:00:00,5.5,-200,31,383,120,14.5,59.8,0.9795
5/11/2020,9:00:00,4.8,-200,26,366,153,17.5,49.8,0.9877
5/11/2020,10:00:00,4.5,-200,22.6,322,163,21.9,35.2,0.9128
5/11/2020,11:00:00,3,-200,18.3,188,119,23.5,29.5,0.8435
5/11/2020,12:00:00,2.5,-200,13.9,144,96,24.3,29.8,0.8926
5/11/2020,13:00:00,2.3,-200,14.4,132,94,23.8,31.7,0.9212
5/11/2020,14:00:00,2,-200,11.6,117,86,24.2,31.2,0.9257
5/11/2020,15:00:00,1.9,-200,12.2,121,91,26.5,27.2,0.9282
5/11/2020,16:00:00,1.9,-200,12.4,124,97,25.7,28.4,0.9248
5/11/2020,17:00:00,3.5,-200,21.1,188,125,26.3,27.5,0.9306
5/11/2020,18:00:00,4.6,-200,29.9,226,140,24.4,31.6,0.9545
5/11/2020,19:00:00,6.3,-200,34.3,266,158,23.1,35.3,0.9845
5/11/2020,20:00:00,5,-200,26.1,269,159,21.1,40.2,0.997
5/11/2020,21:00:00,3.3,-200,18.1,183,128,19.2,52.3,1.1516
5/11/2020,22:00:00,2.7,-200,14.2,167,114,18.1,58.7,1.2072
5/11/2020,23:00:00,2.2,-200,12.4,138,100,17.3,58.8,1.1494
5/12/2020,0:00:00,1.7,-200,8.7,105,88,16.9,58.8,1.125
5/12/2020,1:00:00,0.8,-200,5.2,54,67,17.6,57.6,1.1484
5/12/2020,2:00:00,0.8,-200,4.6,58,65,15.6,63.9,1.1287
5/12/2020,3:00:00,0.6,-200,3.1,-200,-200,14.9,65.7,1.1073
5/12/2020,4:00:00,-200,-200,2.7,37,47,15.6,62.2,1.0961
5/12/2020,5:00:00,0.8,-200,4.7,84,57,14,68.3,1.0884
5/12/2020,6:00:00,1.5,-200,9.6,134,73,14.5,65.7,1.0804
5/12/2020,7:00:00,4.1,-200,23.6,279,95,15.5,62.2,1.0875
5/12/2020,8:00:00,5.9,-200,37.4,333,110,17,56.8,1.0909
5/12/2020,9:00:00,5.1,-200,26.6,336,121,18.8,52.4,1.1285
5/12/2020,10:00:00,3.9,-200,22,280,108,19.7,51.9,1.1796
5/12/2020,11:00:00,3.4,-200,17.9,275,125,20.9,44.6,1.0872
5/12/2020,12:00:00,3.3,-200,22.7,207,117,21.9,43.3,1.1265
5/12/2020,13:00:00,5.1,-200,29.3,305,131,20.4,55.7,1.3205
5/12/2020,14:00:00,3.1,-200,14.7,236,126,17.4,67,1.325
5/12/2020,15:00:00,2.5,-200,12.6,183,114,17.1,64,1.2413
5/12/2020,16:00:00,2.4,-200,12.7,162,123,17.3,61.1,1.1957
5/12/2020,17:00:00,2.8,-200,13,157,116,17.7,56.3,1.13
5/12/2020,18:00:00,2.9,-200,13.4,136,107,17.4,48.6,0.9559
5/12/2020,19:00:00,3.4,-200,14.8,166,123,17.6,43.7,0.8698
5/12/2020,20:00:00,2.2,-200,9.4,136,112,16.7,47.2,0.892
5/12/2020,21:00:00,1.6,-200,6.9,112,101,16.8,45.6,0.8636
5/12/2020,22:00:00,1.3,-200,5.2,87,91,16.1,52,0.946
5/12/2020,23:00:00,1.3,-200,5.7,86,88,15.5,57.1,0.996
5/13/2020,0:00:00,1.6,-200,6.5,98,96,16.2,50.2,0.9156
5/13/2020,1:00:00,1.2,-200,4.7,62,75,16.4,50.5,0.938
5/13/2020,2:00:00,0.6,-200,2.5,32,47,16.2,52.8,0.9626
5/13/2020,3:00:00,0.4,-200,1.4,-200,-200,16,53.7,0.9723
5/13/2020,4:00:00,-200,-200,1,21,25,16.2,53,0.9672
5/13/2020,5:00:00,0.4,-200,1.7,41,49,16.2,53.7,0.9799
5/13/2020,6:00:00,1,-200,4.5,86,85,15.9,55.3,0.991
5/13/2020,7:00:00,2,-200,9.4,174,106,16.2,55.6,1.0151
5/13/2020,8:00:00,3.6,-200,17.9,264,136,16,59.3,1.0711
5/13/2020,9:00:00,2.4,-200,10.6,211,119,16.6,55.6,1.042
5/13/2020,10:00:00,2.4,-200,11,208,122,17.4,51.8,1.022
5/13/2020,11:00:00,1.6,-200,7.2,139,90,17.6,49.7,0.9944
5/13/2020,12:00:00,1.9,-200,8.7,138,97,17.2,52.8,1.0236
5/13/2020,13:00:00,2.4,-200,11.1,142,98,18.2,49.6,1.0268
5/13/2020,14:00:00,1.7,-200,7.9,131,93,19.5,45,1.0114
5/13/2020,15:00:00,2.1,-200,9.8,132,98,19.5,45.5,1.0189
5/13/2020,16:00:00,3.1,-200,16.4,178,123,19.8,44.3,1.0104
5/13/2020,17:00:00,4.6,-200,22.6,228,148,20.3,43.1,1.0114
5/13/2020,18:00:00,4.5,-200,20.2,232,148,20.3,44.4,1.0457
5/13/2020,19:00:00,3.9,-200,21.7,204,133,19.8,47.9,1.092
5/13/2020,20:00:00,4.6,-200,21.2,250,141,19.1,52.3,1.1486
5/13/2020,21:00:00,3.3,-200,15.9,208,131,18.2,54.7,1.1336
5/13/2020,22:00:00,2.7,-200,12,158,121,17.8,55,1.1097
5/13/2020,23:00:00,3.3,-200,17.4,197,123,17.5,56.4,1.1175
5/14/2020,0:00:00,2.5,-200,15,152,107,17.3,57.8,1.1298
5/14/2020,1:00:00,2.1,-200,11.1,112,104,16.8,57.5,1.0912
5/14/2020,2:00:00,1.3,-200,6.9,75,91,16.3,57,1.0484
5/14/2020,3:00:00,1,-200,5.1,-200,-200,16.2,56.3,1.0262
5/14/2020,4:00:00,-200,-200,6.1,74,87,15.5,59.9,1.0498
5/14/2020,5:00:00,1.2,-200,6.5,116,102,16,58.3,1.0481
5/14/2020,6:00:00,1.5,-200,8.4,118,95,17.2,52.3,1.0169
5/14/2020,7:00:00,3.7,-200,22.8,272,140,18.5,49.4,1.0397
5/14/2020,8:00:00,-200,-200,29.1,-200,-200,20,45.6,1.0524
5/14/2020,9:00:00,3.3,-200,13.6,258,138,21,37.9,0.9313
5/14/2020,10:00:00,2.5,-200,11.1,186,113,22.8,32.4,0.887
5/14/2020,11:00:00,1.9,-200,10,130,101,25.5,25.6,0.8218
5/14/2020,12:00:00,2,-200,10.5,134,97,25.9,23.6,0.7771
5/14/2020,13:00:00,2.5,-200,13,148,114,27.7,20.8,0.7599
5/14/2020,14:00:00,2.1,-200,12.5,147,110,27.1,21.6,0.7618
5/14/2020,15:00:00,2.1,-200,11.4,123,103,28.4,20.2,0.7697
5/14/2020,16:00:00,2.3,-200,13.1,138,119,28.1,21.9,0.8184
5/14/2020,17:00:00,3,-200,14.9,162,126,27.6,22.3,0.8116
5/14/2020,18:00:00,4.1,-200,19.1,214,144,25.2,24.3,0.7671
5/14/2020,19:00:00,4.5,-200,21.8,230,164,24.6,25.1,0.7636
5/14/2020,20:00:00,3.5,-200,16.1,191,148,23.1,27.2,0.7575
5/14/2020,21:00:00,2.1,-200,11.6,128,119,22,28.6,0.7483
5/14/2020,22:00:00,2.3,-200,12.4,138,111,20.8,34.5,0.8365
5/14/2020,23:00:00,1.9,-200,10.4,126,115,20.4,35.3,0.8352
5/15/2020,0:00:00,1.9,-200,9.7,107,103,19.1,38.3,0.8381
5/15/2020,1:00:00,1.2,-200,5.7,67,81,18,40.5,0.8271
5/15/2020,2:00:00,1,-200,5.4,55,71,17.4,43.4,0.8553
5/15/2020,3:00:00,1.1,-200,5.6,-200,-200,14.8,50.6,0.8489
5/15/2020,4:00:00,-200,-200,4.4,48,58,14.6,51.4,0.8489
5/15/2020,5:00:00,0.5,-200,2.8,33,44,15.7,46.9,0.8329
5/15/2020,6:00:00,0.6,-200,3.9,41,49,15.3,49.7,0.8552
5/15/2020,7:00:00,1.4,-200,9.1,106,68,16,47.4,0.8564
5/15/2020,8:00:00,2.6,-200,13.6,208,108,17.6,43.3,0.8647
5/15/2020,9:00:00,2.8,-200,15.8,193,117,20.3,37.4,0.8807
5/15/2020,10:00:00,2.6,-200,12.7,191,127,23.1,30.3,0.8425
5/15/2020,11:00:00,1.6,-200,8.6,113,93,25,24.2,0.7568
5/15/2020,12:00:00,1.7,-200,9.4,111,94,25.6,23.5,0.7611
5/15/2020,13:00:00,1.7,-200,9.2,106,87,25.5,22.6,0.7288
5/15/2020,14:00:00,1.3,-200,6.4,82,75,26.1,21.1,0.7023
5/15/2020,15:00:00,1.4,-200,8.3,79,81,28.2,19.4,0.7303
5/15/2020,16:00:00,1.4,-200,8.1,90,86,27.4,20.5,0.7379
5/15/2020,17:00:00,1.7,-200,8.5,104,97,26,22.7,0.7532
5/15/2020,18:00:00,2.3,-200,11,148,117,23.8,27.1,0.7858
5/15/2020,19:00:00,2.5,-200,12.1,158,120,23,28.7,0.7976
5/15/2020,20:00:00,3.3,-200,15,234,149,21.7,31.8,0.8191
5/15/2020,21:00:00,2.2,-200,10.2,163,124,20.9,33.2,0.8098
5/15/2020,22:00:00,1.6,-200,9.9,95,97,20.2,34.3,0.8017
5/15/2020,23:00:00,2.6,-200,12,146,112,19.6,37,0.8325
5/16/2020,0:00:00,2.3,-200,10.5,102,95,18.1,40.9,0.8441
5/16/2020,1:00:00,1.5,-200,7.1,90,88,17,43.3,0.8341
5/16/2020,2:00:00,0.9,-200,4.6,41,54,16.7,43.4,0.8193
5/16/2020,3:00:00,0.8,-200,4.2,-200,-200,15.9,44.7,0.8009
5/16/2020,4:00:00,-200,-200,2.6,30,43,15.2,45.5,0.783
5/16/2020,5:00:00,0.4,-200,2.2,32,45,13.5,50.1,0.7706
5/16/2020,6:00:00,0.4,-200,2,34,47,14.2,49.9,0.8025
5/16/2020,7:00:00,0.8,-200,4.2,57,58,13.8,51.4,0.8059
5/16/2020,8:00:00,0.9,-200,5.2,73,69,16.3,45.1,0.8286
5/16/2020,9:00:00,1.6,-200,8.2,119,89,19.2,35.4,0.7812
5/16/2020,10:00:00,2,-200,9.8,138,105,25.5,21.1,0.677
5/16/2020,11:00:00,1.6,-200,7.9,96,92,28.2,19,0.7164
5/16/2020,12:00:00,1.4,-200,7.7,80,82,29.5,19.8,0.8013
5/16/2020,13:00:00,0.9,-200,4.8,45,56,30.6,19.4,0.8348
5/16/2020,14:00:00,0.9,-200,5.3,45,60,29.9,22,0.9181
5/16/2020,15:00:00,1.2,-200,7.1,54,64,31.5,21.9,0.997
5/16/2020,16:00:00,1.4,-200,9.2,66,85,31.2,24.6,1.0987
5/16/2020,17:00:00,1.9,-200,10.1,95,107,30.4,26.5,1.1347
5/16/2020,18:00:00,1.8,-200,9.9,99,106,26.8,33.5,1.1602
5/16/2020,19:00:00,2.7,-200,15.1,147,125,25.5,37.4,1.1995
5/16/2020,20:00:00,2.4,-200,10.6,129,118,23.7,39.4,1.1381
5/16/2020,21:00:00,1.6,-200,7,96,95,22.9,37,1.0197
5/16/2020,22:00:00,1.4,-200,5.9,92,97,20.8,36.3,0.8775
5/16/2020,23:00:00,1.4,-200,5.6,88,93,20.3,28.5,0.6686
5/17/2020,0:00:00,1.4,-200,5.4,89,85,19.6,26.5,0.5974
5/17/2020,1:00:00,0.9,-200,3.7,52,67,19.1,25.9,0.5673
5/17/2020,2:00:00,0.5,-200,1.8,25,37,18.4,27.6,0.5799
5/17/2020,3:00:00,0.4,-200,1.4,-200,-200,17.4,30.2,0.5945
5/17/2020,4:00:00,-200,-200,1.4,28,40,16.3,34.1,0.6257
5/17/2020,5:00:00,0.5,-200,3.5,65,75,15.8,36.5,0.6535
5/17/2020,6:00:00,1.3,-200,7,132,102,16,38.1,0.6879
5/17/2020,7:00:00,2.6,-200,14.4,216,113,17.6,35,0.6965
5/17/2020,8:00:00,2,-200,8.9,180,142,18.5,31.2,0.6611
5/17/2020,9:00:00,1.8,-200,8.6,140,90,19.8,28.5,0.652
5/17/2020,10:00:00,1.7,-200,8.5,141,94,22.3,24.1,0.6394
5/17/2020,11:00:00,1.5,-200,8.3,123,92,24.2,21.7,0.6451
5/17/2020,12:00:00,1.9,-200,10.1,129,97,25.1,20.8,0.6516
5/17/2020,13:00:00,1.7,-200,9.1,115,88,25.8,19.5,0.6392
5/17/2020,14:00:00,1.5,-200,8.5,104,86,26.3,18.9,0.6344
5/17/2020,15:00:00,1.7,-200,7.7,129,99,25.8,18.6,0.608
5/17/2020,16:00:00,1.7,-200,9,138,95,25.7,19.4,0.6304
5/17/2020,17:00:00,2.4,-200,13.4,135,105,26.7,17.1,0.5909
5/17/2020,18:00:00,3.1,-200,15.6,163,121,24.3,19.8,0.5933
5/17/2020,19:00:00,3.4,-200,17.8,180,125,23.5,20.8,0.5937
5/17/2020,20:00:00,3,-200,12.7,170,122,22,24,0.6263
5/17/2020,21:00:00,1.2,-200,6.4,72,81,21.1,26.2,0.6481
5/17/2020,22:00:00,1.2,-200,7.1,69,73,20.9,28.8,0.7014
5/17/2020,23:00:00,1.3,-200,7.4,79,80,20.2,31.2,0.7304
5/18/2020,0:00:00,1,-200,5.2,53,65,20,31.5,0.7262
5/18/2020,1:00:00,0.4,-200,2.4,36,59,20.8,32.3,0.7813
5/18/2020,2:00:00,0.3,-200,2,30,50,20,34.5,0.7954
5/18/2020,3:00:00,0.2,-200,1.2,-200,-200,21.2,32.9,0.8178
5/18/2020,4:00:00,-200,-200,1.5,15,23,18.3,40,0.8345
5/18/2020,5:00:00,0.5,-200,3.1,38,37,17,44.6,0.8593
5/18/2020,6:00:00,0.9,-200,6.3,68,54,17.1,45.3,0.8784
5/18/2020,7:00:00,2.7,-200,19.3,192,94,17.1,46.5,0.901
5/18/2020,8:00:00,6.5,-200,38.9,346,139,18.8,39.7,0.8547
5/18/2020,9:00:00,3.2,-200,14.6,225,115,20.3,38.1,0.8946
5/18/2020,10:00:00,2.4,-200,12.3,199,119,25.3,27,0.8565
5/18/2020,11:00:00,1.9,-200,11,140,103,27.4,22.8,0.8219
5/18/2020,12:00:00,2.7,-200,15.4,162,123,30,20,0.8338
5/18/2020,13:00:00,2.9,-200,17,173,126,30.9,19.1,0.8394
5/18/2020,14:00:00,2,-200,12.5,121,106,30.6,20.2,0.8719
5/18/2020,15:00:00,2.3,-200,13.8,133,127,32.2,18.9,0.8964
5/18/2020,16:00:00,1.9,-200,10.1,96,105,31.7,19.5,0.8981
5/18/2020,17:00:00,3,-200,19.3,141,130,30.9,20.5,0.8996
5/18/2020,18:00:00,4.4,-200,22.7,221,160,27.5,24.7,0.8899
5/18/2020,19:00:00,4.7,-200,25.5,232,162,25.8,27,0.8821
5/18/2020,20:00:00,3.4,-200,15.8,174,135,23.7,30,0.8633
5/18/2020,21:00:00,2.4,-200,12.3,138,122,22.2,33.4,0.8806
5/18/2020,22:00:00,1.2,-200,8.7,65,75,21.1,36.5,0.9019
5/18/2020,23:00:00,1.7,-200,8.3,107,96,20.2,38.6,0.9016
5/19/2020,0:00:00,1.2,-200,7.7,70,84,19.3,43,0.9535
5/19/2020,1:00:00,0.7,-200,4.2,44,68,19.2,43.6,0.9591
5/19/2020,2:00:00,0.5,-200,3,41,65,18.4,45.7,0.9599
5/19/2020,3:00:00,0.3,-200,1.8,-200,-200,18.7,44.3,0.9453
5/19/2020,4:00:00,-200,-200,2.2,33,52,16.3,51.4,0.9468
5/19/2020,5:00:00,0.3,-200,2.2,32,46,17,49.2,0.9459
5/19/2020,6:00:00,0.7,-200,5.7,46,54,16.4,52.1,0.9612
5/19/2020,7:00:00,3.1,-200,20.9,173,94,16.4,53.4,0.9863
5/19/2020,8:00:00,6.2,-200,36.7,320,155,18.6,46.8,0.99
5/19/2020,9:00:00,4.6,-200,22,294,165,21,41.1,1.0104
5/19/2020,10:00:00,2.6,-200,13.4,182,134,26.4,28.9,0.9785
5/19/2020,11:00:00,2.1,-200,11.5,154,122,27.7,26.3,0.9652
5/19/2020,12:00:00,2,-200,13.4,118,113,30.1,22.1,0.9281
5/19/2020,13:00:00,2.2,-200,15.2,116,115,31,22.9,1.0144
5/19/2020,14:00:00,2.1,-200,13,121,118,31,22.6,1.0012
5/19/2020,15:00:00,2.3,-200,14,116,125,31.6,21,0.959
5/19/2020,16:00:00,2.5,-200,15.5,144,135,30.4,24.7,1.0526
5/19/2020,17:00:00,3.4,-200,19.3,176,149,28.8,26.3,1.0271
5/19/2020,18:00:00,4.3,-200,21.9,214,162,26.4,30.1,1.0204
5/19/2020,19:00:00,3.8,-200,21.1,191,151,24.7,31.5,0.9672
5/19/2020,20:00:00,3.8,-200,18.4,205,154,22.9,36.5,1.0083
5/19/2020,21:00:00,2,-200,9.3,110,118,20.8,41.8,1.0155
5/19/2020,22:00:00,1.7,-200,9,95,103,19.7,47.1,1.0666
5/19/2020,23:00:00,2,-200,9.6,126,122,18.9,52.2,1.1313
5/20/2020,0:00:00,1.5,-200,8.2,90,102,18.5,50.1,1.0539
5/20/2020,1:00:00,0.8,-200,5.8,48,73,18,53,1.0832
5/20/2020,2:00:00,0.5,-200,3.1,38,59,18.4,51.7,1.0819
5/20/2020,3:00:00,0.3,-200,1.7,-200,-200,19.8,46.2,1.056
5/20/2020,4:00:00,-200,-200,1.6,14,26,19.6,47.7,1.0736
5/20/2020,5:00:00,0.3,-200,2.3,26,35,17.3,54.1,1.0582
5/20/2020,6:00:00,0.9,-200,6.6,83,68,15.8,59,1.0495
5/20/2020,7:00:00,2.8,-200,19.6,188,97,16.6,55.9,1.0486
5/20/2020,8:00:00,5.4,-200,32.9,253,146,18.7,52.8,1.1279
5/20/2020,9:00:00,4,-200,18.1,149,83,20.7,46.4,1.1227
5/20/2020,10:00:00,2.2,-200,12.4,155,117,26.1,30,0.9972
5/20/2020,11:00:00,2.2,-200,12.5,146,117,28.6,25.8,0.9989
5/20/2020,12:00:00,2,-200,12,121,108,30.3,23.3,0.9869
5/20/2020,13:00:00,2,-200,13.3,111,107,31.3,22.3,1.0043
5/20/2020,14:00:00,1.9,-200,12.3,116,120,31.1,22.3,0.9888
5/20/2020,15:00:00,2.7,-200,16,167,150,32.4,20.4,0.9732
5/20/2020,16:00:00,2.2,-200,13.7,145,138,32.6,19.3,0.935
5/20/2020,17:00:00,3.5,-200,21.7,192,148,31.2,20.3,0.9064
5/20/2020,18:00:00,4.1,-200,23.7,231,168,27.7,24.8,0.9106
5/20/2020,19:00:00,4.4,-200,22.1,248,172,25.7,27.9,0.908
5/20/2020,20:00:00,4.5,-200,20.6,267,179,24.1,29.9,0.8879
5/20/2020,21:00:00,2.9,-200,13.4,181,143,22.2,34.4,0.9072
5/20/2020,22:00:00,2.6,-200,12.8,163,137,20.7,38,0.9149
5/20/2020,23:00:00,2.1,-200,12.3,141,117,20.2,42.8,0.9983
5/21/2020,0:00:00,1.2,-200,6.8,78,93,20.5,42,1.0004
5/21/2020,1:00:00,0.6,-200,3.8,42,64,20.1,42,0.9763
5/21/2020,2:00:00,0.3,-200,2.5,35,58,20,41.5,0.9571
5/21/2020,3:00:00,0.3,-200,2.7,-200,-200,16.3,51.6,0.9461
5/21/2020,4:00:00,-200,-200,2.8,33,47,16.5,50.2,0.932
5/21/2020,5:00:00,0.3,-200,2.6,38,47,16.4,50.2,0.931
5/21/2020,6:00:00,0.7,-200,7,65,62,14.9,54.7,0.9203
5/21/2020,7:00:00,4.2,-200,26.2,296,113,16.4,51.3,0.9474
5/21/2020,8:00:00,4.8,-200,28.2,303,126,18.2,46.2,0.9575
5/21/2020,9:00:00,3.4,-200,20.2,244,139,20.7,40,0.9639
5/21/2020,10:00:00,2.8,-200,17.1,216,148,26.5,27,0.9217
5/21/2020,11:00:00,1.8,-200,11.2,137,117,28.5,23.8,0.915
5/21/2020,12:00:00,1.9,-200,11.6,120,106,29.7,23.7,0.9714
5/21/2020,13:00:00,2,-200,13.2,100,98,31.7,21.7,0.9966
5/21/2020,14:00:00,1.9,-200,12.7,103,98,31.7,21.5,0.9902
5/21/2020,15:00:00,2,-200,13,123,110,32.8,19.5,0.9515
5/21/2020,16:00:00,2.3,-200,13.5,136,114,32.5,18.6,0.8948
5/21/2020,17:00:00,2.7,-200,10.2,158,122,30.2,22.6,0.9524
5/21/2020,18:00:00,3.6,-200,20.1,216,155,27.6,25.7,0.9382
5/21/2020,19:00:00,3.8,-200,19.1,211,145,25.9,24.9,0.8195
5/21/2020,20:00:00,3.5,-200,17.5,202,146,23.9,29.4,0.8589
5/21/2020,21:00:00,2.5,-200,13.8,147,130,22.3,32.1,0.8515
5/21/2020,22:00:00,2.5,-200,13.3,160,126,20.5,35.9,0.8565
5/21/2020,23:00:00,3,-200,14.8,162,127,19.8,37.2,0.8509
5/22/2020,0:00:00,3.7,-200,18,194,126,19.1,41.9,0.9158
5/22/2020,1:00:00,3.3,-200,16,167,124,17.8,46.1,0.9344
5/22/2020,2:00:00,1.5,-200,9.7,91,93,17.6,47.6,0.9465
5/22/2020,3:00:00,0.7,-200,6.2,-200,-200,17.9,46.3,0.9394
5/22/2020,4:00:00,-200,-200,4,42,58,16.9,49.8,0.9544
5/22/2020,5:00:00,0.5,-200,3.6,50,59,15.8,53.8,0.9615
5/22/2020,6:00:00,0.5,-200,4.6,61,66,16.5,53.5,0.9928
5/22/2020,7:00:00,1.2,-200,9.2,107,80,17.2,52.9,1.0276
5/22/2020,8:00:00,2.2,-200,14.6,139,94,19.3,48.3,1.0723
5/22/2020,9:00:00,2.2,-200,11.7,165,102,20.6,47.1,1.1287
5/22/2020,10:00:00,2.1,-200,11,139,96,23.7,40,1.153
5/22/2020,11:00:00,1.8,-200,11.6,113,91,25.6,32.5,1.053
5/22/2020,12:00:00,2.2,-200,12.9,138,104,27.2,28.1,0.9989
5/22/2020,13:00:00,2,-200,12.6,104,84,27.9,28.1,1.0394
5/22/2020,14:00:00,1.4,-200,8.3,78,76,28.3,27.8,1.0539
5/22/2020,15:00:00,1.8,-200,10.5,97,87,29.2,27,1.081
5/22/2020,16:00:00,2.1,-200,11.7,115,101,28.9,29.3,1.1503
5/22/2020,17:00:00,2.8,-200,15.8,152,115,25.4,39.8,1.2771
5/22/2020,18:00:00,2.8,-200,13.9,157,110,25.2,40.1,1.2642
5/22/2020,19:00:00,2.7,-200,15.7,132,103,24.5,39.4,1.1963
5/22/2020,20:00:00,1.8,-200,10.9,98,90,22.3,45.4,1.2088
5/22/2020,21:00:00,1.2,-200,6.4,65,68,21.2,48.3,1.2034
5/22/2020,22:00:00,2.6,-200,12.7,101,85,20.6,50.5,1.2082
5/22/2020,23:00:00,3.1,-200,15.3,134,100,20.2,52.9,1.234
5/23/2020,0:00:00,4.1,-200,20.5,177,114,19.8,54.5,1.2488
5/23/2020,1:00:00,3.6,-200,15.9,179,108,19.5,56.2,1.2624
5/23/2020,2:00:00,1.9,-200,10.4,105,78,19,58,1.2581
5/23/2020,3:00:00,1.9,-200,12.6,-200,-200,18.1,61.6,1.2679
5/23/2020,4:00:00,-200,-200,4.9,49,55,18,57.6,1.1788
5/23/2020,5:00:00,0.3,-200,2.1,27,37,17.7,56,1.1215
5/23/2020,6:00:00,0.4,-200,2.2,41,53,17.9,52.4,1.0655
5/23/2020,7:00:00,0.8,-200,4,78,79,18.9,49.3,1.0668
5/23/2020,8:00:00,0.8,-200,4.3,68,65,20,48.6,1.1199
5/23/2020,9:00:00,0.8,-200,3.8,64,64,20.6,41.2,0.9841
5/23/2020,10:00:00,0.8,-200,4.1,67,66,23.6,34,0.9749
5/23/2020,11:00:00,0.9,-200,4.5,54,53,26.7,28.1,0.9688
5/23/2020,12:00:00,1.2,-200,5.3,67,69,26.8,28.1,0.9785
5/23/2020,13:00:00,1,-200,4.2,51,57,27.7,25.8,0.9467
5/23/2020,14:00:00,0.8,-200,3.3,28,36,28.8,22.7,0.8864
5/23/2020,15:00:00,1.1,-200,4.9,51,57,26.8,27.3,0.9462
5/23/2020,16:00:00,1.5,-200,6.1,77,73,25.9,28.7,0.9423
5/23/2020,17:00:00,1.5,-200,6.9,93,81,25.8,27.7,0.9076
5/23/2020,18:00:00,1.4,-200,6.8,94,91,24.8,29.5,0.9077
5/23/2020,19:00:00,1.1,-200,5.8,69,65,25.3,36.3,1.1513
5/23/2020,20:00:00,0.9,-200,5.5,57,56,23.9,40.4,1.1787
5/23/2020,21:00:00,1,-200,6.1,74,69,21.4,46.6,1.1764
5/23/2020,22:00:00,1.1,-200,6,75,73,20.5,49.3,1.173
5/23/2020,23:00:00,1,-200,4.2,73,76,19.2,42.3,0.9339
5/24/2020,0:00:00,0.7,-200,4.1,56,67,19.2,37.9,0.8352
5/24/2020,1:00:00,0.5,-200,2.4,31,44,17.2,43.1,0.8394
5/24/2020,2:00:00,0.2,-200,1,13,21,15.8,45.2,0.8052
5/24/2020,3:00:00,-200,-200,0.6,-200,-200,15.7,42.3,0.7464
5/24/2020,4:00:00,-200,-200,0.5,14,19,16.3,41,0.7513
5/24/2020,5:00:00,0.1,-200,0.7,23,29,16.1,36.5,0.664
5/24/2020,6:00:00,0.5,-200,2.8,72,69,16.5,36.2,0.6752
5/24/2020,7:00:00,1.6,-200,7.8,165,111,17.5,30.9,0.6111
5/24/2020,8:00:00,2,-200,9.7,118,81,18.4,24,0.5046
5/24/2020,9:00:00,1.3,-200,6.9,85,56,19.2,23.8,0.5235
5/24/2020,10:00:00,1,-200,5.8,116,90,21.7,18.1,0.4642
5/24/2020,11:00:00,0.9,-200,5.5,112,85,22.3,17,0.4513
5/24/2020,12:00:00,1.2,-200,6.8,100,83,22.8,16.1,0.4404
5/24/2020,13:00:00,1.3,-200,7.2,109,85,23.8,14.5,0.4222
5/24/2020,14:00:00,1.1,-200,6.9,111,85,25.1,13.1,0.4129
5/24/2020,15:00:00,1.2,-200,7.5,109,81,25.8,12.9,0.4219
5/24/2020,16:00:00,1.4,-200,7.7,114,92,25.5,14,0.4495
5/24/2020,17:00:00,2,-200,12,139,108,24.5,15.4,0.4663
5/24/2020,18:00:00,2.4,-200,13.5,157,106,22.6,17.2,0.4656
5/24/2020,19:00:00,2.1,-200,12,147,114,21.2,18.9,0.471
5/24/2020,20:00:00,1.2,-200,6.7,102,96,19.1,22.8,0.501
5/24/2020,21:00:00,0.7,-200,4.8,73,77,18.4,24.6,0.5169
5/24/2020,22:00:00,0.7,-200,4.8,65,73,17.3,25.6,0.5032
5/24/2020,23:00:00,0.8,-200,5,76,86,16.5,24.9,0.4642
5/25/2020,0:00:00,0.5,-200,4.3,65,84,16.7,28.3,0.5316
5/25/2020,1:00:00,0.2,-200,2.7,41,56,15.5,32.2,0.5641
5/25/2020,2:00:00,-200,-200,0.9,17,31,17.5,29.1,0.5773
5/25/2020,3:00:00,-200,-200,1.2,-200,-200,13.3,35.6,0.5393
5/25/2020,4:00:00,-200,-200,0.9,19,30,14,33.7,0.5355
